1607731044.71, 437, 59, 1023, 993, 980, 60.0, 21.0
1607731647.33, 436, 60, 1023, 991, 981, 61.0, 21.0
1607732249.96, 435, 71, 1023, 992, 977, 61.0, 21.0
1607732852.5, 439, 46, 1023, 993, 979, 61.0, 21.0
1607733457.58, 432, 61, 1023, 991, 978, 61.0, 21.0
1607734067.71, 436, 63, 1023, 987, 977, 61.0, 21.0
1607734670.27, 436, 59, 1023, 991, 976, 61.0, 20.0
1607735275.4, 436, 61, 1023, 991, 978, 61.0, 20.0
1607735878.03, 436, 58, 1023, 992, 976, 61.0, 20.0
1607736480.56, 435, 58, 1023, 991, 977, 61.0, 20.0
1607737083.11, 436, 62, 1023, 993, 975, 61.0, 20.0
1607737685.65, 435, 60, 1023, 991, 975, 61.0, 20.0
1607738288.18, 434, 55, 1023, 991, 973, 61.0, 20.0
1607738890.71, 434, 61, 1023, 991, 974, 62.0, 20.0
1607739493.3, 438, 57, 1023, 991, 974, 62.0, 19.0
1607740098.42, 434, 58, 1023, 991, 972, 62.0, 19.0
1607740700.95, 434, 61, 1023, 989, 972, 62.0, 19.0
1607741303.51, 434, 57, 1023, 987, 968, 62.0, 19.0
1607741906.13, 436, 62, 1023, 991, 972, 62.0, 19.0
1607742508.76, 431, 63, 1023, 994, 977, 62.0, 19.0
1607743112.02, 432, 60, 1023, 994, 977, 63.0, 19.0
1607743717.17, 437, 49, 1023, 996, 976, 63.0, 19.0
1607744319.71, 434, 58, 1023, 995, 975, 63.0, 19.0
1607744922.25, 430, 62, 1023, 995, 974, 63.0, 19.0
1607745524.83, 434, 60, 1023, 994, 973, 63.0, 19.0
1607746127.44, 435, 63, 1023, 995, 975, 63.0, 19.0
1607746729.98, 431, 55, 1023, 995, 975, 63.0, 19.0
1607747332.53, 429, 48, 1023, 993, 974, 64.0, 18.0
1607747937.6, 432, 50, 1023, 994, 972, 64.0, 18.0
1607748540.22, 433, 66, 1023, 995, 973, 64.0, 18.0
1607749145.36, 428, 82, 1023, 994, 975, 64.0, 18.0
1607749747.99, 428, 71, 1023, 994, 974, 64.0, 18.0
